signal,as_of_date,observations,ic
positive_day_ratio_60d_sector_neutral,2019-10-31,50,-0.0998318635506854
positive_day_ratio_60d_sector_neutral,2019-11-29,50,-0.24937560757546534
positive_day_ratio_60d_sector_neutral,2019-12-31,50,0.0736844669293795
return_1m_sector_neutral,2014-01-31,0,
return_1m_sector_neutral,2014-02-28,50,-0.1394957983193277
return_1m_sector_neutral,2014-03-31,50,0.03135654261704682
return_1m_sector_neutral,2014-04-30,50,-0.13546218487394956
return_1m_sector_neutral,2014-05-30,50,0.033373349339735896
return_1m_sector_neutral,2014-06-30,50,-0.08398559423769507
return_1m_sector_neutral,2014-07-31,50,-0.2869147659063625
return_1m_sector_neutral,2014-08-29,50,-0.09099639855942376
return_1m_sector_neutral,2014-09-30,50,-0.03990396158463385
return_1m_sector_neutral,2014-10-31,50,0.07274909963985594
return_1m_sector_neutral,2014-11-28,50,-0.07236494597839135
return_1m_sector_neutral,2014-12-31,50,0.053733493397358945
return_1m_sector_neutral,2015-01-30,50,0.023385354141656663
return_1m_sector_neutral,2015-02-27,50,0.1065546218487395
return_1m_sector_neutral,2015-03-31,50,-0.5189435774309724
return_1m_sector_neutral,2015-04-30,50,-0.04
return_1m_sector_neutral,2015-05-29,50,0.2638655462184874
return_1m_sector_neutral,2015-06-30,50,-0.11875150060024009
return_1m_sector_neutral,2015-07-31,50,-0.04067226890756302
return_1m_sector_neutral,2015-08-31,50,0.09368547418967586
return_1m_sector_neutral,2015-09-30,50,-0.004369747899159664
return_1m_sector_neutral,2015-10-30,50,-0.02348139255702281
return_1m_sector_neutral,2015-11-30,50,0.08081632653061224
return_1m_sector_neutral,2015-12-31,50,0.11913565426170468
return_1m_sector_neutral,2016-01-29,50,-0.1545738295318127
return_1m_sector_neutral,2016-02-29,50,-0.11030012004801922
return_1m_sector_neutral,2016-03-31,50,-0.18424969987995196
return_1m_sector_neutral,2016-04-29,50,-0.003217286914765906
return_1m_sector_neutral,2016-05-31,50,-0.07668667466986795
return_1m_sector_neutral,2016-06-30,50,-0.2799039615846338
return_1m_sector_neutral,2016-07-29,50,-0.13258103241296518
return_1m_sector_neutral,2016-08-31,50,-0.009171668667466985
return_1m_sector_neutral,2016-09-30,50,-0.03212484993997599
return_1m_sector_neutral,2016-10-31,50,0.11116446578631452
return_1m_sector_neutral,2016-11-30,50,0.12566626650660262
return_1m_sector_neutral,2016-12-30,50,-0.020312124849939977
return_1m_sector_neutral,2017-01-31,50,-0.004369747899159664
return_1m_sector_neutral,2017-02-28,50,-0.19980792316926768
return_1m_sector_neutral,2017-03-31,50,0.05181272509003601
return_1m_sector_neutral,2017-04-28,50,0.2516686674669868
return_1m_sector_neutral,2017-05-31,50,-0.16801920768307324
return_1m_sector_neutral,2017-06-30,50,-0.06525810324129651
return_1m_sector_neutral,2017-07-31,50,0.14765906362545017
return_1m_sector_neutral,2017-08-31,50,-0.08705882352941177
return_1m_sector_neutral,2017-09-29,50,0.0168547418967587
return_1m_sector_neutral,2017-10-31,50,-0.15812725090036014
return_1m_sector_neutral,2017-11-30,50,0.057382953181272504
return_1m_sector_neutral,2017-12-29,50,0.02396158463385354
return_1m_sector_neutral,2018-01-31,50,0.1431452581032413
return_1m_sector_neutral,2018-02-28,50,-0.026842737094837935
return_1m_sector_neutral,2018-03-29,50,0.131140456182473
return_1m_sector_neutral,2018-04-30,50,-0.2068187274909964
return_1m_sector_neutral,2018-05-31,50,0.08552220888355341
return_1m_sector_neutral,2018-06-29,50,-0.18828331332533013
return_1m_sector_neutral,2018-07-31,50,-0.04336134453781513
return_1m_sector_neutral,2018-08-31,50,0.062953181272509
return_1m_sector_neutral,2018-09-28,50,-0.21613445378151258
return_1m_sector_neutral,2018-10-31,50,0.014933973589435772
return_1m_sector_neutral,2018-11-30,50,0.0025450180072028807
return_1m_sector_neutral,2018-12-31,50,-0.42703481392557013
return_1m_sector_neutral,2019-01-31,50,-0.1407442977190876
return_1m_sector_neutral,2019-02-28,50,0.31006002400960386
return_1m_sector_neutral,2019-03-29,50,0.05911164465786314
return_1m_sector_neutral,2019-04-30,50,0.015894357743097238
return_1m_sector_neutral,2019-05-31,50,-0.4435534213685474
return_1m_sector_neutral,2019-06-28,50,-0.028379351740696276
return_1m_sector_neutral,2019-07-31,50,-0.062088835534213675
return_1m_sector_neutral,2019-08-30,50,-0.12489795918367347
return_1m_sector_neutral,2019-09-30,50,0.14583433373349342
return_1m_sector_neutral,2019-10-31,50,0.3200480192076831
return_1m_sector_neutral,2019-11-29,50,0.011956782713085232
return_1m_sector_neutral,2019-12-31,50,0.06938775510204082
return_1w_sector_neutral,2014-01-31,50,0.11106842737094838
return_1w_sector_neutral,2014-02-28,50,-0.06324129651860745
return_1w_sector_neutral,2014-03-31,50,0.2134453781512605
return_1w_sector_neutral,2014-04-30,50,-0.18501800720288114
return_1w_sector_neutral,2014-05-30,50,0.021464585834333732
return_1w_sector_neutral,2014-06-30,50,0.014933973589435772
return_1w_sector_neutral,2014-07-31,50,0.029531812725090034
return_1w_sector_neutral,2014-08-29,50,-0.023385354141656663
return_1w_sector_neutral,2014-09-30,50,-0.16715486194477788
return_1w_sector_neutral,2014-10-31,50,0.09656662665066026
return_1w_sector_neutral,2014-11-28,50,0.08139255702280913
return_1w_sector_neutral,2014-12-31,50,-0.06516206482593037
return_1w_sector_neutral,2015-01-30,50,-0.02348139255702281
return_1w_sector_neutral,2015-02-27,50,0.2113325330132053
return_1w_sector_neutral,2015-03-31,50,-0.16600240096038413
return_1w_sector_neutral,2015-04-30,50,-0.22016806722689078
return_1w_sector_neutral,2015-05-29,50,0.1144297719087635
return_1w_sector_neutral,2015-06-30,50,-0.11010804321728691
return_1w_sector_neutral,2015-07-31,50,0.20614645858343336
return_1w_sector_neutral,2015-08-31,50,-0.037118847539015606
return_1w_sector_neutral,2015-09-30,50,-0.13248499399759903
return_1w_sector_neutral,2015-10-30,50,0.06535414165666266
return_1w_sector_neutral,2015-11-30,50,0.0974309723889556
return_1w_sector_neutral,2015-12-31,50,-0.12825930372148858
return_1w_sector_neutral,2016-01-29,50,-0.20316926770708282
return_1w_sector_neutral,2016-02-29,50,0.0017767106842737094
return_1w_sector_neutral,2016-03-31,50,-0.01714285714285714
return_1w_sector_neutral,2016-04-29,50,0.0712124849939976
return_1w_sector_neutral,2016-05-31,50,-0.3002641056422569
return_1w_sector_neutral,2016-06-30,50,-0.3233133253301321
return_1w_sector_neutral,2016-07-29,50,-0.14285714285714285
return_1w_sector_neutral,2016-08-31,50,0.03625450180072028
return_1w_sector_neutral,2016-09-30,50,-0.045474189675870344
return_1w_sector_neutral,2016-10-31,50,-0.037406962785114045
return_1w_sector_neutral,2016-11-30,50,-0.021080432172869146
return_1w_sector_neutral,2016-12-30,50,0.026074429771908762
return_1w_sector_neutral,2017-01-31,50,-0.02559423769507803
return_1w_sector_neutral,2017-02-28,50,0.0875390156062425
return_1w_sector_neutral,2017-03-31,50,0.0712124849939976
return_1w_sector_neutral,2017-04-28,50,0.22861944777911164
return_1w_sector_neutral,2017-05-31,50,-0.07678271308523409
return_1w_sector_neutral,2017-06-30,50,-0.1140456182472989
return_1w_sector_neutral,2017-07-31,50,-0.16081632653061223
return_1w_sector_neutral,2017-08-31,50,0.16043217286914768
return_1w_sector_neutral,2017-09-29,50,-0.09224489795918367
return_1w_sector_neutral,2017-10-31,50,-0.10242496998799519
return_1w_sector_neutral,2017-11-30,50,0.21613445378151258
return_1w_sector_neutral,2017-12-29,50,0.1493877551020408
return_1w_sector_neutral,2018-01-31,50,0.18818727490996395
return_1w_sector_neutral,2018-02-28,50,-0.008883553421368545
return_1w_sector_neutral,2018-03-29,50,-0.09080432172869149
return_1w_sector_neutral,2018-04-30,50,-0.07303721488595438
return_1w_sector_neutral,2018-05-31,50,0.21027611044417766
return_1w_sector_neutral,2018-06-29,50,0.05421368547418968
return_1w_sector_neutral,2018-07-31,50,-0.2697238895558223
return_1w_sector_neutral,2018-08-31,50,0.12
return_1w_sector_neutral,2018-09-28,50,-0.12528211284513804
return_1w_sector_neutral,2018-10-31,50,-0.1795438175270108
return_1w_sector_neutral,2018-11-30,50,-0.10184873949579833
return_1w_sector_neutral,2018-12-31,50,-0.10175270108043216
return_1w_sector_neutral,2019-01-31,50,-0.07620648259303721
return_1w_sector_neutral,2019-02-28,50,0.20720288115246097
return_1w_sector_neutral,2019-03-29,50,-0.026938775510204082
return_1w_sector_neutral,2019-04-30,50,0.28816326530612246
return_1w_sector_neutral,2019-05-31,50,-0.1061704681872749
return_1w_sector_neutral,2019-06-28,50,-0.12777911164465786
return_1w_sector_neutral,2019-07-31,50,0.056806722689075634
return_1w_sector_neutral,2019-08-30,50,-0.01752701080432173
return_1w_sector_neutral,2019-09-30,50,-0.23745498199279708
return_1w_sector_neutral,2019-10-31,50,0.053829531812725095
return_1w_sector_neutral,2019-11-29,50,0.10338535414165667
return_1w_sector_neutral,2019-12-31,50,0.1962545018007203
return_3m_sector_neutral,2014-01-31,0,
return_3m_sector_neutral,2014-02-28,0,
return_3m_sector_neutral,2014-03-31,0,
return_3m_sector_neutral,2014-04-30,50,-0.12316926770708284
return_3m_sector_neutral,2014-05-30,50,0.023193277310924368
return_3m_sector_neutral,2014-06-30,50,-0.1997118847539016
return_3m_sector_neutral,2014-07-31,50,0.027803121248499398
return_3m_sector_neutral,2014-08-29,50,0.07783913565426169
return_3m_sector_neutral,2014-09-30,50,0.23198079231692675
return_3m_sector_neutral,2014-10-31,50,0.06516206482593037
return_3m_sector_neutral,2014-11-28,50,0.17963985594237694
return_3m_sector_neutral,2014-12-31,50,0.10732292917166866
return_3m_sector_neutral,2015-01-30,50,0.11126050420168068
return_3m_sector_neutral,2015-02-27,50,0.28720288115246095
return_3m_sector_neutral,2015-03-31,50,-0.34511404561824727
return_3m_sector_neutral,2015-04-30,50,0.25512605042016806
return_3m_sector_neutral,2015-05-29,50,0.30602641056422564
return_3m_sector_neutral,2015-06-30,50,-0.17051620648259302
return_3m_sector_neutral,2015-07-31,50,0.0981032412965186
return_3m_sector_neutral,2015-08-31,50,0.16984393757503002
return_3m_sector_neutral,2015-09-30,50,0.04345738295318128
return_3m_sector_neutral,2015-10-30,50,0.1797358943577431
return_3m_sector_neutral,2015-11-30,50,0.14391356542617048
return_3m_sector_neutral,2015-12-31,50,0.061992797118847545
return_3m_sector_neutral,2016-01-29,50,-0.10309723889555823
return_3m_sector_neutral,2016-02-29,50,-0.1570708283313325
return_3m_sector_neutral,2016-03-31,50,-0.048931572629051616
return_3m_sector_neutral,2016-04-29,50,-0.05805522208883554
return_3m_sector_neutral,2016-05-31,50,-0.00936374549819928
return_3m_sector_neutral,2016-06-30,50,-0.03942376950780312
return_3m_sector_neutral,2016-07-29,50,-0.14304921968787515
return_3m_sector_neutral,2016-08-31,50,0.18540216086434572
return_3m_sector_neutral,2016-09-30,50,-0.01781512605042017
return_3m_sector_neutral,2016-10-31,50,0.024921968787515004
return_3m_sector_neutral,2016-11-30,50,0.07236494597839135
return_3m_sector_neutral,2016-12-30,50,-0.1886674669867947
return_3m_sector_neutral,2017-01-31,50,-0.17512605042016804
return_3m_sector_neutral,2017-02-28,50,-0.1171188475390156
return_3m_sector_neutral,2017-03-31,50,0.1173109243697479
return_3m_sector_neutral,2017-04-28,50,0.12777911164465786
return_3m_sector_neutral,2017-05-31,50,-0.02415366146458583
return_3m_sector_neutral,2017-06-30,50,0.17829531812725088
return_3m_sector_neutral,2017-07-31,50,0.2107563025210084
return_3m_sector_neutral,2017-08-31,50,-0.19798319327731093
return_3m_sector_neutral,2017-09-29,50,0.11740696278511403
return_3m_sector_neutral,2017-10-31,50,-0.12614645858343337
return_3m_sector_neutral,2017-11-30,50,0.2428331332533013
return_3m_sector_neutral,2017-12-29,50,0.1925090036014406
return_3m_sector_neutral,2018-01-31,50,0.14756302521008402
return_3m_sector_neutral,2018-02-28,50,-0.09839135654261706
return_3m_sector_neutral,2018-03-29,50,0.11097238895558223
return_3m_sector_neutral,2018-04-30,50,0.02799519807923169
return_3m_sector_neutral,2018-05-31,50,0.1249939975990396
return_3m_sector_neutral,2018-06-29,50,-0.3426170468187274
return_3m_sector_neutral,2018-07-31,50,0.15572629051620648
return_3m_sector_neutral,2018-08-31,50,0.05959183673469387
return_3m_sector_neutral,2018-09-28,50,-0.10069627851140456
return_3m_sector_neutral,2018-10-31,50,-0.07380552220888356
return_3m_sector_neutral,2018-11-30,50,0.08014405762304923
return_3m_sector_neutral,2018-12-31,50,-0.44624249699879953
return_3m_sector_neutral,2019-01-31,50,0.03894357743097239
return_3m_sector_neutral,2019-02-28,50,0.15524609843937573
return_3m_sector_neutral,2019-03-29,50,0.028667466986794718
return_3m_sector_neutral,2019-04-30,50,0.1343097238895558
return_3m_sector_neutral,2019-05-31,50,-0.26799519807923167
return_3m_sector_neutral,2019-06-28,50,-0.200672268907563
return_3m_sector_neutral,2019-07-31,50,0.04883553421368547
return_3m_sector_neutral,2019-08-30,50,-0.08350540216086433
return_3m_sector_neutral,2019-09-30,50,0.0026410564225690276
return_3m_sector_neutral,2019-10-31,50,0.1929891956782713
return_3m_sector_neutral,2019-11-29,50,0.047490996398559415
return_3m_sector_neutral,2019-12-31,50,-0.053829531812725095
reversal_1m_sector_neutral,2014-01-31,0,
reversal_1m_sector_neutral,2014-02-28,50,0.1394957983193277
reversal_1m_sector_neutral,2014-03-31,50,-0.03135654261704682
reversal_1m_sector_neutral,2014-04-30,50,0.13546218487394956
reversal_1m_sector_neutral,2014-05-30,50,-0.033373349339735896
reversal_1m_sector_neutral,2014-06-30,50,0.08398559423769507
reversal_1m_sector_neutral,2014-07-31,50,0.2869147659063625
reversal_1m_sector_neutral,2014-08-29,50,0.09099639855942376
reversal_1m_sector_neutral,2014-09-30,50,0.03990396158463385
reversal_1m_sector_neutral,2014-10-31,50,-0.07274909963985594
reversal_1m_sector_neutral,2014-11-28,50,0.07236494597839135
reversal_1m_sector_neutral,2014-12-31,50,-0.053733493397358945
reversal_1m_sector_neutral,2015-01-30,50,-0.023385354141656663
reversal_1m_sector_neutral,2015-02-27,50,-0.1065546218487395
reversal_1m_sector_neutral,2015-03-31,50,0.5189435774309724
reversal_1m_sector_neutral,2015-04-30,50,0.04
reversal_1m_sector_neutral,2015-05-29,50,-0.2638655462184874
reversal_1m_sector_neutral,2015-06-30,50,0.11875150060024009
reversal_1m_sector_neutral,2015-07-31,50,0.04067226890756302
reversal_1m_sector_neutral,2015-08-31,50,-0.09368547418967586
reversal_1m_sector_neutral,2015-09-30,50,0.004369747899159664
reversal_1m_sector_neutral,2015-10-30,50,0.02348139255702281
reversal_1m_sector_neutral,2015-11-30,50,-0.08081632653061224
reversal_1m_sector_neutral,2015-12-31,50,-0.11913565426170468
reversal_1m_sector_neutral,2016-01-29,50,0.1545738295318127
reversal_1m_sector_neutral,2016-02-29,50,0.11030012004801922
reversal_1m_sector_neutral,2016-03-31,50,0.18424969987995196
reversal_1m_sector_neutral,2016-04-29,50,0.003217286914765906
reversal_1m_sector_neutral,2016-05-31,50,0.07668667466986795
reversal_1m_sector_neutral,2016-06-30,50,0.2799039615846338
reversal_1m_sector_neutral,2016-07-29,50,0.13258103241296518
reversal_1m_sector_neutral,2016-08-31,50,0.009171668667466985
reversal_1m_sector_neutral,2016-09-30,50,0.03212484993997599
reversal_1m_sector_neutral,2016-10-31,50,-0.11116446578631452
reversal_1m_sector_neutral,2016-11-30,50,-0.12566626650660262
reversal_1m_sector_neutral,2016-12-30,50,0.020312124849939977
reversal_1m_sector_neutral,2017-01-31,50,0.004369747899159664
reversal_1m_sector_neutral,2017-02-28,50,0.19980792316926768
reversal_1m_sector_neutral,2017-03-31,50,-0.05181272509003601
reversal_1m_sector_neutral,2017-04-28,50,-0.2516686674669868
reversal_1m_sector_neutral,2017-05-31,50,0.16801920768307324
reversal_1m_sector_neutral,2017-06-30,50,0.06525810324129651
reversal_1m_sector_neutral,2017-07-31,50,-0.14765906362545017
reversal_1m_sector_neutral,2017-08-31,50,0.08705882352941177
reversal_1m_sector_neutral,2017-09-29,50,-0.0168547418967587
reversal_1m_sector_neutral,2017-10-31,50,0.15812725090036014
reversal_1m_sector_neutral,2017-11-30,50,-0.057382953181272504
reversal_1m_sector_neutral,2017-12-29,50,-0.02396158463385354
reversal_1m_sector_neutral,2018-01-31,50,-0.1431452581032413
reversal_1m_sector_neutral,2018-02-28,50,0.026842737094837935
reversal_1m_sector_neutral,2018-03-29,50,-0.131140456182473
reversal_1m_sector_neutral,2018-04-30,50,0.2068187274909964
reversal_1m_sector_neutral,2018-05-31,50,-0.08552220888355341
reversal_1m_sector_neutral,2018-06-29,50,0.18828331332533013
reversal_1m_sector_neutral,2018-07-31,50,0.04336134453781513
reversal_1m_sector_neutral,2018-08-31,50,-0.062953181272509
reversal_1m_sector_neutral,2018-09-28,50,0.21613445378151258
reversal_1m_sector_neutral,2018-10-31,50,-0.014933973589435772
reversal_1m_sector_neutral,2018-11-30,50,-0.0025450180072028807
reversal_1m_sector_neutral,2018-12-31,50,0.42703481392557013
reversal_1m_sector_neutral,2019-01-31,50,0.1407442977190876
reversal_1m_sector_neutral,2019-02-28,50,-0.31006002400960386
reversal_1m_sector_neutral,2019-03-29,50,-0.05911164465786314
reversal_1m_sector_neutral,2019-04-30,50,-0.015894357743097238
reversal_1m_sector_neutral,2019-05-31,50,0.4435534213685474
reversal_1m_sector_neutral,2019-06-28,50,0.028379351740696276
reversal_1m_sector_neutral,2019-07-31,50,0.062088835534213675
reversal_1m_sector_neutral,2019-08-30,50,0.12489795918367347
reversal_1m_sector_neutral,2019-09-30,50,-0.14583433373349342
reversal_1m_sector_neutral,2019-10-31,50,-0.3200480192076831
reversal_1m_sector_neutral,2019-11-29,50,-0.011956782713085232
reversal_1m_sector_neutral,2019-12-31,50,-0.06938775510204082
sma_50_200_spread_sector_neutral,2014-01-31,0,
sma_50_200_spread_sector_neutral,2014-02-28,0,
sma_50_200_spread_sector_neutral,2014-03-31,0,
sma_50_200_spread_sector_neutral,2014-04-30,0,
sma_50_200_spread_sector_neutral,2014-05-30,0,
sma_50_200_spread_sector_neutral,2014-06-30,0,
sma_50_200_spread_sector_neutral,2014-07-31,0,
sma_50_200_spread_sector_neutral,2014-08-29,0,
sma_50_200_spread_sector_neutral,2014-09-30,0,
sma_50_200_spread_sector_neutral,2014-10-31,50,-0.051236494597839126
sma_50_200_spread_sector_neutral,2014-11-28,50,0.2101800720288115
sma_50_200_spread_sector_neutral,2014-12-31,50,0.014549819927971188
sma_50_200_spread_sector_neutral,2015-01-30,50,0.0910924369747899
sma_50_200_spread_sector_neutral,2015-02-27,50,0.38007202881152463
sma_50_200_spread_sector_neutral,2015-03-31,50,-0.4016806722689075
sma_50_200_spread_sector_neutral,2015-04-30,50,0.38516206482593035
sma_50_200_spread_sector_neutral,2015-05-29,50,0.07937575030012005
sma_50_200_spread_sector_neutral,2015-06-30,50,-0.12297719087635053
sma_50_200_spread_sector_neutral,2015-07-31,50,0.13085234093637454
sma_50_200_spread_sector_neutral,2015-08-31,50,-0.06439375750300119
sma_50_200_spread_sector_neutral,2015-09-30,50,-0.05277310924369748
sma_50_200_spread_sector_neutral,2015-10-30,50,0.2818247298919568
sma_50_200_spread_sector_neutral,2015-11-30,50,0.14410564225690276
sma_50_200_spread_sector_neutral,2015-12-31,50,0.19145258103241294
sma_50_200_spread_sector_neutral,2016-01-29,50,-0.16120048019207683
sma_50_200_spread_sector_neutral,2016-02-29,50,0.12605042016806722
sma_50_200_spread_sector_neutral,2016-03-31,50,-0.1276830732292917
sma_50_200_spread_sector_neutral,2016-04-29,50,0.07025210084033613
sma_50_200_spread_sector_neutral,2016-05-31,50,0.23198079231692675
sma_50_200_spread_sector_neutral,2016-06-30,50,-0.029243697478991592
sma_50_200_spread_sector_neutral,2016-07-29,50,-0.0885954381752701
sma_50_200_spread_sector_neutral,2016-08-31,50,0.32427370948379347
sma_50_200_spread_sector_neutral,2016-09-30,50,-0.06698679471788715
sma_50_200_spread_sector_neutral,2016-10-31,50,-0.022040816326530613
sma_50_200_spread_sector_neutral,2016-11-30,50,-0.06621848739495799
sma_50_200_spread_sector_neutral,2016-12-30,50,-0.23995198079231692
sma_50_200_spread_sector_neutral,2017-01-31,50,-0.31620648259303724
sma_50_200_spread_sector_neutral,2017-02-28,50,-0.16475390156062425
sma_50_200_spread_sector_neutral,2017-03-31,50,-0.015126050420168066
sma_50_200_spread_sector_neutral,2017-04-28,50,0.05267707082833133
sma_50_200_spread_sector_neutral,2017-05-31,50,0.027803121248499398
sma_50_200_spread_sector_neutral,2017-06-30,50,0.23466986794717884
sma_50_200_spread_sector_neutral,2017-07-31,50,0.375750300120048
sma_50_200_spread_sector_neutral,2017-08-31,50,-0.31995198079231685
sma_50_200_spread_sector_neutral,2017-09-29,50,0.3278271308523409
sma_50_200_spread_sector_neutral,2017-10-31,50,-0.2615606242496999
sma_50_200_spread_sector_neutral,2017-11-30,50,-0.039135654261704685
sma_50_200_spread_sector_neutral,2017-12-29,50,0.317358943577431
sma_50_200_spread_sector_neutral,2018-01-31,50,0.21325330132052822
sma_50_200_spread_sector_neutral,2018-02-28,50,-0.08734693877551021
sma_50_200_spread_sector_neutral,2018-03-29,50,-0.007635054021608643
sma_50_200_spread_sector_neutral,2018-04-30,50,0.1897238895558223
sma_50_200_spread_sector_neutral,2018-05-31,50,0.06785114045618247
sma_50_200_spread_sector_neutral,2018-06-29,50,-0.21008403361344538
sma_50_200_spread_sector_neutral,2018-07-31,50,0.41503001200480194
sma_50_200_spread_sector_neutral,2018-08-31,50,0.045570228091236495
sma_50_200_spread_sector_neutral,2018-09-28,50,-0.2221848739495798
sma_50_200_spread_sector_neutral,2018-10-31,50,-0.21575030012004803
sma_50_200_spread_sector_neutral,2018-11-30,50,0.15937575030012002
sma_50_200_spread_sector_neutral,2018-12-31,50,-0.37776710684273707
sma_50_200_spread_sector_neutral,2019-01-31,50,0.2155582232893157
sma_50_200_spread_sector_neutral,2019-02-28,50,-0.017623049219687877
sma_50_200_spread_sector_neutral,2019-03-29,50,0.04192076830732293
sma_50_200_spread_sector_neutral,2019-04-30,50,0.35241296518607446
sma_50_200_spread_sector_neutral,2019-05-31,50,-0.04153661464585834
sma_50_200_spread_sector_neutral,2019-06-28,50,-0.17944777911164464
sma_50_200_spread_sector_neutral,2019-07-31,50,0.22698679471788716
sma_50_200_spread_sector_neutral,2019-08-30,50,-0.4196398559423769
sma_50_200_spread_sector_neutral,2019-09-30,50,-0.20806722689075627
sma_50_200_spread_sector_neutral,2019-10-31,50,-0.1897238895558223
sma_50_200_spread_sector_neutral,2019-11-29,50,-0.021080432172869146
sma_50_200_spread_sector_neutral,2019-12-31,50,-0.2279471788715486
volatility_20d_sector_neutral,2014-01-31,50,0.17656662665066022
volatility_20d_sector_neutral,2014-02-28,50,-0.1673469387755102
volatility_20d_sector_neutral,2014-03-31,50,-0.27846338535414167
volatility_20d_sector_neutral,2014-04-30,50,0.10405762304921969
volatility_20d_sector_neutral,2014-05-30,50,0.2687635054021609
volatility_20d_sector_neutral,2014-06-30,50,-0.09973589435774309
volatility_20d_sector_neutral,2014-07-31,50,0.21373349339735895
volatility_20d_sector_neutral,2014-08-29,50,-0.10453781512605041
volatility_20d_sector_neutral,2014-09-30,50,0.11606242496998799
volatility_20d_sector_neutral,2014-10-31,50,0.11135654261704682
volatility_20d_sector_neutral,2014-11-28,50,4.801920768307323e-05
volatility_20d_sector_neutral,2014-12-31,50,0.08168067226890756
volatility_20d_sector_neutral,2015-01-30,50,-0.014261704681872748
volatility_20d_sector_neutral,2015-02-27,50,-0.13997599039615843
volatility_20d_sector_neutral,2015-03-31,50,-0.03097238895558223
volatility_20d_sector_neutral,2015-04-30,50,0.06842737094837935
volatility_20d_sector_neutral,2015-05-29,50,0.060072028811524604
volatility_20d_sector_neutral,2015-06-30,50,-0.1537094837935174
volatility_20d_sector_neutral,2015-07-31,50,0.06823529411764705
volatility_20d_sector_neutral,2015-08-31,50,-0.13478991596638654
volatility_20d_sector_neutral,2015-09-30,50,-0.25935174069627853
volatility_20d_sector_neutral,2015-10-30,50,0.21776710684273706
volatility_20d_sector_neutral,2015-11-30,50,0.09839135654261706
volatility_20d_sector_neutral,2015-12-31,50,-0.33925570228091234
volatility_20d_sector_neutral,2016-01-29,50,-0.025690276110444176
volatility_20d_sector_neutral,2016-02-29,50,0.0012965186074429772
volatility_20d_sector_neutral,2016-03-31,50,0.06756302521008403
volatility_20d_sector_neutral,2016-04-29,50,0.188859543817527
volatility_20d_sector_neutral,2016-05-31,50,-0.16638655462184873
volatility_20d_sector_neutral,2016-06-30,50,0.24619447779111645
volatility_20d_sector_neutral,2016-07-29,50,-0.011860744297719087
volatility_20d_sector_neutral,2016-08-31,50,-0.14506602641056424
volatility_20d_sector_neutral,2016-09-30,50,-0.09800720288115244
volatility_20d_sector_neutral,2016-10-31,50,0.1074189675870348
volatility_20d_sector_neutral,2016-11-30,50,0.20547418967587033
volatility_20d_sector_neutral,2016-12-30,50,0.08686674669867947
volatility_20d_sector_neutral,2017-01-31,50,-0.26511404561824725
volatility_20d_sector_neutral,2017-02-28,50,-0.17944777911164464
volatility_20d_sector_neutral,2017-03-31,50,-0.06977190876350539
volatility_20d_sector_neutral,2017-04-28,50,0.23659063625450177
volatility_20d_sector_neutral,2017-05-31,50,0.09522208883553422
volatility_20d_sector_neutral,2017-06-30,50,-0.020600240096038412
volatility_20d_sector_neutral,2017-07-31,50,-0.053829531812725095
volatility_20d_sector_neutral,2017-08-31,50,0.24475390156062424
volatility_20d_sector_neutral,2017-09-29,50,0.05267707082833133
volatility_20d_sector_neutral,2017-10-31,50,0.011092436974789914
volatility_20d_sector_neutral,2017-11-30,50,0.10818727490996398
volatility_20d_sector_neutral,2017-12-29,50,0.19030012004801922
volatility_20d_sector_neutral,2018-01-31,50,0.023673469387755098
volatility_20d_sector_neutral,2018-02-28,50,-0.18357743097238896
volatility_20d_sector_neutral,2018-03-29,50,0.03798319327731092
volatility_20d_sector_neutral,2018-04-30,50,0.34002400960384155
volatility_20d_sector_neutral,2018-05-31,50,-0.1341176470588235
volatility_20d_sector_neutral,2018-06-29,50,-0.15515006002400963
volatility_20d_sector_neutral,2018-07-31,50,-0.16312124849939974
volatility_20d_sector_neutral,2018-08-31,50,-0.020792316926770707
volatility_20d_sector_neutral,2018-09-28,50,-0.12028811524609842
volatility_20d_sector_neutral,2018-10-31,50,0.1316206482593037
volatility_20d_sector_neutral,2018-11-30,50,-0.06477791116446578
volatility_20d_sector_neutral,2018-12-31,50,0.29863145258103235
volatility_20d_sector_neutral,2019-01-31,50,-0.1223049219687875
volatility_20d_sector_neutral,2019-02-28,50,-0.18136854741896757
volatility_20d_sector_neutral,2019-03-29,50,-0.21478991596638655
volatility_20d_sector_neutral,2019-04-30,50,-0.06304921968787515
volatility_20d_sector_neutral,2019-05-31,50,0.18511404561824726
volatility_20d_sector_neutral,2019-06-28,50,0.20921968787515002
volatility_20d_sector_neutral,2019-07-31,50,-0.11078031212484994
volatility_20d_sector_neutral,2019-08-30,50,-0.0024489795918367346
volatility_20d_sector_neutral,2019-09-30,50,0.3670108043217286
volatility_20d_sector_neutral,2019-10-31,50,0.19903961584633853
volatility_20d_sector_neutral,2019-11-29,50,0.13421368547418966
volatility_20d_sector_neutral,2019-12-31,50,-0.1253781512605042
volatility_60d_sector_neutral,2014-01-31,0,
volatility_60d_sector_neutral,2014-02-28,0,
volatility_60d_sector_neutral,2014-03-31,50,-0.13027611044417767
volatility_60d_sector_neutral,2014-04-30,50,0.14093637454981991
volatility_60d_sector_neutral,2014-05-30,50,0.19548619447779111
volatility_60d_sector_neutral,2014-06-30,50,-0.13402160864345739
