as_of_date,first_signal,second_signal,observations,spearman_correlation
2015-12-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.4160864345738295
2016-01-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.6016326530612245
2016-02-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.19702280912364944
2016-03-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.2556062424969988
2016-04-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.2048019207683073
2016-05-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5421848739495798
2016-06-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5983673469387755
2016-07-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5330612244897959
2016-08-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.44912364945978384
2016-09-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.7093877551020409
2016-10-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.49128451380552224
2016-11-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.6454261704681872
2016-12-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.4347178871548619
2017-01-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.3839135654261705
2017-02-28,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.1020408163265306
2017-03-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.24120048019207685
2017-04-28,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5748379351740697
2017-05-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.7130372148859544
2017-06-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5061704681872748
2017-07-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5613925570228091
2017-08-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.733109243697479
2017-09-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.23793517406962783
2017-10-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.7611524609843938
2017-11-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.3910204081632653
2017-12-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.41723889555822324
2018-01-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.7149579831932773
2018-02-28,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5522689075630253
2018-03-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.35164465786314525
2018-04-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.44451380552220887
2018-05-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.4960864345738295
2018-06-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5681152460984393
2018-07-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.2934453781512605
2018-08-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.7368547418967587
2018-09-28,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5014645858343336
2018-10-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5500600240096039
2018-11-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5112605042016807
2018-12-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.6496518607442977
2019-01-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.1775270108043217
2019-02-28,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.3415606242496999
2019-03-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.3420408163265306
2019-04-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5219207683073229
2019-05-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.6729891956782713
2019-06-28,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.1670588235294118
2019-07-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.43404561824729887
2019-08-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.7232172869147658
2019-09-30,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.13498199279711884
2019-10-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.6025930372148859
2019-11-29,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.5177911164465786
2019-12-31,return_1m_sector_neutral,distance_sma_200d_sector_neutral,50,0.47342136854741895
2014-01-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,0,
2014-02-28,return_1m_sector_neutral,distance_sma_50d_sector_neutral,0,
2014-03-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8512364945978391
2014-04-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8258823529411765
2014-05-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7735414165666267
2014-06-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8685234093637455
2014-07-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8958943577430971
2014-08-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.836830732292917
2014-09-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8100360144057623
2014-10-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9566866746698679
2014-11-28,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8886914765906362
2014-12-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8208883553421368
2015-01-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9562064825930372
2015-02-27,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7506842737094839
2015-03-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8035054021608642
2015-04-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9470828331332533
2015-05-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.6608883553421367
2015-06-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.885906362545018
2015-07-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9301800720288115
2015-08-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8495078031212485
2015-09-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9272989195678272
2015-10-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8893637454981992
2015-11-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7270588235294118
2015-12-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8293397358943577
2016-01-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9439135654261704
2016-02-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7339735894357742
2016-03-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8581512605042017
2016-04-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8856182472989195
2016-05-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7858343337334933
2016-06-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7562545018007203
2016-07-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9345018007202881
2016-08-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8089795918367347
2016-09-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9067466986794718
2016-10-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8444177671068427
2016-11-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.899735894357743
2016-12-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8109963985594237
2017-01-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8495078031212485
2017-02-28,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7114045618247299
2017-03-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7978391356542617
2017-04-28,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9470828331332533
2017-05-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9171188475390155
2017-06-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8713085234093638
2017-07-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8256902761104441
2017-08-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8331812725090036
2017-09-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9282593037214885
2017-10-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8666986794717887
2017-11-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8904201680672268
2017-12-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7903481392557022
2018-01-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9208643457382952
2018-02-28,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.838655462184874
2018-03-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8045618247298919
2018-04-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7855462184873949
2018-05-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8540216086434572
2018-06-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8848499399759904
2018-07-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8572869147659063
2018-08-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8377911164465787
2018-09-28,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8543097238895558
2018-10-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8831212484993998
2018-11-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8471068427370949
2018-12-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9123169267707082
2019-01-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8311644657863144
2019-02-28,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7143817527010804
2019-03-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8655462184873949
2019-04-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8952220888355341
2019-05-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8618007202881152
2019-06-28,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.5464105642256902
2019-07-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8804321728691475
2019-08-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8938775510204081
2019-09-30,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.7819927971188475
2019-10-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.9248979591836733
2019-11-29,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8618007202881152
2019-12-31,return_1m_sector_neutral,distance_sma_50d_sector_neutral,50,0.8525810324129652
2014-01-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-02-28,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,0,
2014-03-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.2956542617046819
2014-04-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.06573829531812725
2014-05-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.25406962785114046
2014-06-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.15207683073229292
2014-07-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.20701080432172866
2014-08-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.5040576230492196
2014-09-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.035006002400960384
2014-10-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.00043217286914765904
2014-11-28,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.2502280912364946
2014-12-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.22516206482593037
2015-01-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.06093637454981993
2015-02-27,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.2899879951980792
2015-03-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.05392557022809123
2015-04-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.4176230492196878
2015-05-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.10876350540216086
2015-06-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.14372148859543818
2015-07-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.008019207683073229
2015-08-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.16254501800720286
2015-09-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.01262905162064826
2015-10-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.12326530612244897
2015-11-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.15274909963985592
2015-12-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.09877551020408162
2016-01-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.02396158463385354
2016-02-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.2512845138055222
2016-03-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.22746698679471786
2016-04-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.002352941176470588
2016-05-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3077551020408163
2016-06-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.35174069627851134
2016-07-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.12701080432172868
2016-08-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.387563025210084
2016-09-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.03174069627851141
2016-10-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.27500600240096035
2016-11-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.24369747899159666
2016-12-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.24110444177671067
2017-01-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.10933973589435773
2017-02-28,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.1829051620648259
2017-03-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.12691476590636253
2017-04-28,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.26213685474189674
2017-05-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.042785114045618244
2017-06-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.1289315726290516
2017-07-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.08955582232893158
2017-08-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.2355342136854742
2017-09-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.1762785114045618
2017-10-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.22285714285714284
2017-11-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3679711884753902
2017-12-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3248499399759904
2018-01-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.01637454981992797
2018-02-28,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.13872749099639856
2018-03-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.1413205282112845
2018-04-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.04691476590636255
2018-05-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.13123649459783912
2018-06-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.31390156062424973
2018-07-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.08974789915966387
2018-08-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.27270108043217284
2018-09-28,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.22122448979591836
2018-10-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.22506602641056422
2018-11-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.2337094837935174
2018-12-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.07995198079231693
2019-01-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.14016806722689074
2019-02-28,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.010900360144057623
2019-03-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.004945978391356542
2019-04-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.16677070828331333
2019-05-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.06967587034813925
2019-06-28,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,-0.2910444177671068
2019-07-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.2523409363745498
2019-08-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.3011284513805522
2019-09-30,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.015414165666266506
2019-10-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.21872749099639854
2019-11-29,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.06890756302521008
2019-12-31,return_1m_sector_neutral,dollar_volume_change_20d_60d_sector_neutral,50,0.04825930372148859
2014-01-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,0,
2014-02-28,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,0,
2014-03-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.6484993997599039
2014-04-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.4862905162064826
2014-05-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.09061224489795917
2014-06-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.24590636254501802
2014-07-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.5861704681872748
2014-08-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.21210084033613444
2014-09-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.4265546218487395
2014-10-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.386218487394958
2014-11-28,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.10732292917166866
2014-12-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.22026410564225687
2015-01-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.29997599039615847
2015-02-27,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.13498199279711884
2015-03-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.3353181272509004
2015-04-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.009747899159663865
2015-05-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.02885954381752701
2015-06-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.3457863145258103
2015-07-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.37690276110444176
2015-08-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.2914285714285714
2015-09-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.4794717887154862
2015-10-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.23879951980792313
2015-11-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.1361344537815126
2015-12-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.21498199279711883
2016-01-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.6533973589435774
2016-02-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.18415366146458584
2016-03-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.06429771908763504
2016-04-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.02415366146458583
2016-05-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.1006002400960384
2016-06-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.5871308523409363
2016-07-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.15159663865546216
2016-08-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.18876350540216086
2016-09-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.12451380552220888
2016-10-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.24312124849939976
2016-11-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.2703001200480192
2016-12-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.0015846338535414166
2017-01-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.02415366146458583
2017-02-28,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.46084033613445374
2017-03-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.02376950780312125
2017-04-28,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.2107563025210084
2017-05-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.2518607442977191
2017-06-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.042785114045618244
2017-07-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.15918367346938775
2017-08-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.32235294117647056
2017-09-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.1495798319327731
2017-10-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.3430972388955582
2017-11-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.2965186074429772
2017-12-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.17762304921968786
2018-01-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.11942376950780313
2018-02-28,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.4117647058823529
2018-03-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.49800720288115247
2018-04-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.2240096038415366
2018-05-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.03279711884753902
2018-06-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.16667466986794718
2018-07-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.4458583433373349
2018-08-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.24629051620648257
2018-09-28,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.22410564225690274
2018-10-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.4844657863145258
2018-11-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.31476590636254503
2018-12-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.24360144057623048
2019-01-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.22448979591836735
2019-02-28,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.010996398559423769
2019-03-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.1316206482593037
2019-04-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.4329891956782713
2019-05-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.7524129651860745
2019-06-28,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.157358943577431
2019-07-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.20979591836734693
2019-08-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.4109963985594237
2019-09-30,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.11539015606242496
2019-10-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.044897959183673466
2019-11-29,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,-0.23121248499399757
2019-12-31,return_1m_sector_neutral,downside_volatility_60d_sector_neutral,50,0.16475390156062425
2014-01-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,0,
2014-02-28,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,0,
2014-03-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,0,
2014-04-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,0,
2014-05-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,0,
2014-06-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,0,
2014-07-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.44710684273709483
2014-08-29,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,-0.21767106842737097
2014-09-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.30948379351740696
2014-10-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.44345738295318127
2014-11-28,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.019639855942376952
2014-12-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.3683553421368547
2015-01-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.1657142857142857
2015-02-27,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,-0.020888355342136854
2015-03-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.3716206482593037
2015-04-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,-0.511452581032413
2015-05-29,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.2058583433373349
2015-06-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.07870348139255702
2015-07-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.09695078031212485
2015-08-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.4981992797118847
2015-09-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.5211524609843937
2015-10-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.18857142857142856
2015-11-30,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,-0.173781512605042
2015-12-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.020888355342136854
2016-01-29,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.6061464585834333
2016-02-29,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,0.06823529411764705
2016-03-31,return_1m_sector_neutral,max_drawdown_126d_sector_neutral,50,-0.09599039615846339
