as_of_date,sector,signal,observations,ic
2018-09-28,Industrials,return_1m_sector_neutral,5,-0.7
2018-10-31,Industrials,return_1m_sector_neutral,5,-0.09999999999999999
2018-11-30,Industrials,return_1m_sector_neutral,5,0.3
2018-12-31,Industrials,return_1m_sector_neutral,5,-0.3
2019-01-31,Industrials,return_1m_sector_neutral,5,0.6
2019-02-28,Industrials,return_1m_sector_neutral,5,0.3
2019-03-29,Industrials,return_1m_sector_neutral,5,0.6
2019-04-30,Industrials,return_1m_sector_neutral,5,0.09999999999999999
2019-05-31,Industrials,return_1m_sector_neutral,5,-0.7
2019-06-28,Industrials,return_1m_sector_neutral,5,-0.39999999999999997
2019-07-31,Industrials,return_1m_sector_neutral,5,0.7
2019-08-30,Industrials,return_1m_sector_neutral,5,0.09999999999999999
2019-09-30,Industrials,return_1m_sector_neutral,5,0.39999999999999997
2019-10-31,Industrials,return_1m_sector_neutral,5,0.3
2019-11-29,Industrials,return_1m_sector_neutral,5,0.49999999999999994
2019-12-31,Industrials,return_1m_sector_neutral,5,0.49999999999999994
2014-01-31,Information Technology,return_1m_sector_neutral,0,
2014-02-28,Information Technology,return_1m_sector_neutral,8,-0.1666666666666667
2014-03-31,Information Technology,return_1m_sector_neutral,8,-0.8095238095238096
2014-04-30,Information Technology,return_1m_sector_neutral,8,0.3333333333333334
2014-05-30,Information Technology,return_1m_sector_neutral,8,0.523809523809524
2014-06-30,Information Technology,return_1m_sector_neutral,8,0.5000000000000001
2014-07-31,Information Technology,return_1m_sector_neutral,8,-0.1666666666666667
2014-08-29,Information Technology,return_1m_sector_neutral,8,0.28571428571428575
2014-09-30,Information Technology,return_1m_sector_neutral,8,-0.523809523809524
2014-10-31,Information Technology,return_1m_sector_neutral,8,-0.38095238095238104
2014-11-28,Information Technology,return_1m_sector_neutral,8,-0.28571428571428575
2014-12-31,Information Technology,return_1m_sector_neutral,8,-0.04761904761904763
2015-01-30,Information Technology,return_1m_sector_neutral,8,0.28571428571428575
2015-02-27,Information Technology,return_1m_sector_neutral,8,0.3333333333333334
2015-03-31,Information Technology,return_1m_sector_neutral,8,-0.6666666666666669
2015-04-30,Information Technology,return_1m_sector_neutral,8,-0.8095238095238096
2015-05-29,Information Technology,return_1m_sector_neutral,8,-0.3333333333333334
2015-06-30,Information Technology,return_1m_sector_neutral,8,0.04761904761904763
2015-07-31,Information Technology,return_1m_sector_neutral,8,-0.523809523809524
2015-08-31,Information Technology,return_1m_sector_neutral,8,0.7380952380952381
2015-09-30,Information Technology,return_1m_sector_neutral,8,0.6904761904761906
2015-10-30,Information Technology,return_1m_sector_neutral,8,0.1666666666666667
2015-11-30,Information Technology,return_1m_sector_neutral,8,0.523809523809524
2015-12-31,Information Technology,return_1m_sector_neutral,8,-0.28571428571428575
2016-01-29,Information Technology,return_1m_sector_neutral,8,-0.6904761904761906
2016-02-29,Information Technology,return_1m_sector_neutral,8,-0.11904761904761905
2016-03-31,Information Technology,return_1m_sector_neutral,8,-0.19047619047619052
2016-04-29,Information Technology,return_1m_sector_neutral,8,0.14285714285714288
2016-05-31,Information Technology,return_1m_sector_neutral,8,-0.3571428571428572
2016-06-30,Information Technology,return_1m_sector_neutral,8,-0.19047619047619052
2016-07-29,Information Technology,return_1m_sector_neutral,8,-0.04761904761904763
2016-08-31,Information Technology,return_1m_sector_neutral,8,0.3571428571428572
2016-09-30,Information Technology,return_1m_sector_neutral,8,0.4285714285714286
2016-10-31,Information Technology,return_1m_sector_neutral,8,0.5476190476190477
2016-11-30,Information Technology,return_1m_sector_neutral,8,0.04761904761904763
2016-12-30,Information Technology,return_1m_sector_neutral,8,0.6428571428571429
2017-01-31,Information Technology,return_1m_sector_neutral,8,0.4285714285714286
2017-02-28,Information Technology,return_1m_sector_neutral,8,-0.38095238095238104
2017-03-31,Information Technology,return_1m_sector_neutral,8,-0.30952380952380953
2017-04-28,Information Technology,return_1m_sector_neutral,8,-0.7142857142857144
2017-05-31,Information Technology,return_1m_sector_neutral,8,-0.11904761904761905
2017-06-30,Information Technology,return_1m_sector_neutral,8,0.19047619047619052
2017-07-31,Information Technology,return_1m_sector_neutral,8,0.4285714285714286
2017-08-31,Information Technology,return_1m_sector_neutral,8,0.04761904761904763
2017-09-29,Information Technology,return_1m_sector_neutral,8,0.2142857142857143
2017-10-31,Information Technology,return_1m_sector_neutral,8,-0.5000000000000001
2017-11-30,Information Technology,return_1m_sector_neutral,8,0.11904761904761905
2017-12-29,Information Technology,return_1m_sector_neutral,8,0.2380952380952381
2018-01-31,Information Technology,return_1m_sector_neutral,8,-0.5000000000000001
2018-02-28,Information Technology,return_1m_sector_neutral,8,0.2142857142857143
2018-03-29,Information Technology,return_1m_sector_neutral,8,0.3571428571428572
2018-04-30,Information Technology,return_1m_sector_neutral,8,-0.8095238095238096
2018-05-31,Information Technology,return_1m_sector_neutral,8,-0.523809523809524
2018-06-29,Information Technology,return_1m_sector_neutral,8,-0.4285714285714286
2018-07-31,Information Technology,return_1m_sector_neutral,8,0.11904761904761905
2018-08-31,Information Technology,return_1m_sector_neutral,8,-0.07142857142857144
2018-09-28,Information Technology,return_1m_sector_neutral,8,0.28571428571428575
2018-10-31,Information Technology,return_1m_sector_neutral,8,0.09523809523809526
2018-11-30,Information Technology,return_1m_sector_neutral,8,0.523809523809524
2018-12-31,Information Technology,return_1m_sector_neutral,8,-0.30952380952380953
2019-01-31,Information Technology,return_1m_sector_neutral,8,-0.09523809523809526
2019-02-28,Information Technology,return_1m_sector_neutral,8,0.30952380952380953
2019-03-29,Information Technology,return_1m_sector_neutral,8,-0.261904761904762
2019-04-30,Information Technology,return_1m_sector_neutral,8,0.04761904761904763
2019-05-31,Information Technology,return_1m_sector_neutral,8,-0.9285714285714287
2019-06-28,Information Technology,return_1m_sector_neutral,8,0.0
2019-07-31,Information Technology,return_1m_sector_neutral,8,-0.2380952380952381
2019-08-30,Information Technology,return_1m_sector_neutral,8,0.07142857142857144
2019-09-30,Information Technology,return_1m_sector_neutral,8,-0.19047619047619052
2019-10-31,Information Technology,return_1m_sector_neutral,8,0.7142857142857144
2019-11-29,Information Technology,return_1m_sector_neutral,8,0.28571428571428575
2019-12-31,Information Technology,return_1m_sector_neutral,8,0.11904761904761905
2014-01-31,Materials,return_1m_sector_neutral,0,
2014-02-28,Materials,return_1m_sector_neutral,2,
2014-03-31,Materials,return_1m_sector_neutral,2,
2014-04-30,Materials,return_1m_sector_neutral,2,
2014-05-30,Materials,return_1m_sector_neutral,2,
2014-06-30,Materials,return_1m_sector_neutral,2,
2014-07-31,Materials,return_1m_sector_neutral,2,
2014-08-29,Materials,return_1m_sector_neutral,2,
2014-09-30,Materials,return_1m_sector_neutral,2,
2014-10-31,Materials,return_1m_sector_neutral,2,
2014-11-28,Materials,return_1m_sector_neutral,2,
2014-12-31,Materials,return_1m_sector_neutral,2,
2015-01-30,Materials,return_1m_sector_neutral,2,
2015-02-27,Materials,return_1m_sector_neutral,2,
2015-03-31,Materials,return_1m_sector_neutral,2,
2015-04-30,Materials,return_1m_sector_neutral,2,
2015-05-29,Materials,return_1m_sector_neutral,2,
2015-06-30,Materials,return_1m_sector_neutral,2,
2015-07-31,Materials,return_1m_sector_neutral,2,
2015-08-31,Materials,return_1m_sector_neutral,2,
2015-09-30,Materials,return_1m_sector_neutral,2,
2015-10-30,Materials,return_1m_sector_neutral,2,
2015-11-30,Materials,return_1m_sector_neutral,2,
2015-12-31,Materials,return_1m_sector_neutral,2,
2016-01-29,Materials,return_1m_sector_neutral,2,
2016-02-29,Materials,return_1m_sector_neutral,2,
2016-03-31,Materials,return_1m_sector_neutral,2,
2016-04-29,Materials,return_1m_sector_neutral,2,
2016-05-31,Materials,return_1m_sector_neutral,2,
2016-06-30,Materials,return_1m_sector_neutral,2,
2016-07-29,Materials,return_1m_sector_neutral,2,
2016-08-31,Materials,return_1m_sector_neutral,2,
2016-09-30,Materials,return_1m_sector_neutral,2,
2016-10-31,Materials,return_1m_sector_neutral,2,
2016-11-30,Materials,return_1m_sector_neutral,2,
2016-12-30,Materials,return_1m_sector_neutral,2,
2017-01-31,Materials,return_1m_sector_neutral,2,
2017-02-28,Materials,return_1m_sector_neutral,2,
2017-03-31,Materials,return_1m_sector_neutral,2,
2017-04-28,Materials,return_1m_sector_neutral,2,
2017-05-31,Materials,return_1m_sector_neutral,2,
2017-06-30,Materials,return_1m_sector_neutral,2,
2017-07-31,Materials,return_1m_sector_neutral,2,
2017-08-31,Materials,return_1m_sector_neutral,2,
2017-09-29,Materials,return_1m_sector_neutral,2,
2017-10-31,Materials,return_1m_sector_neutral,2,
2017-11-30,Materials,return_1m_sector_neutral,2,
2017-12-29,Materials,return_1m_sector_neutral,2,
2018-01-31,Materials,return_1m_sector_neutral,2,
2018-02-28,Materials,return_1m_sector_neutral,2,
2018-03-29,Materials,return_1m_sector_neutral,2,
2018-04-30,Materials,return_1m_sector_neutral,2,
2018-05-31,Materials,return_1m_sector_neutral,2,
2018-06-29,Materials,return_1m_sector_neutral,2,
2018-07-31,Materials,return_1m_sector_neutral,2,
2018-08-31,Materials,return_1m_sector_neutral,2,
2018-09-28,Materials,return_1m_sector_neutral,2,
2018-10-31,Materials,return_1m_sector_neutral,2,
2018-11-30,Materials,return_1m_sector_neutral,2,
2018-12-31,Materials,return_1m_sector_neutral,2,
2019-01-31,Materials,return_1m_sector_neutral,2,
2019-02-28,Materials,return_1m_sector_neutral,2,
2019-03-29,Materials,return_1m_sector_neutral,2,
2019-04-30,Materials,return_1m_sector_neutral,2,
2019-05-31,Materials,return_1m_sector_neutral,2,
2019-06-28,Materials,return_1m_sector_neutral,2,
2019-07-31,Materials,return_1m_sector_neutral,2,
2019-08-30,Materials,return_1m_sector_neutral,2,
2019-09-30,Materials,return_1m_sector_neutral,2,
2019-10-31,Materials,return_1m_sector_neutral,2,
2019-11-29,Materials,return_1m_sector_neutral,2,
2019-12-31,Materials,return_1m_sector_neutral,2,
2014-01-31,Real Estate,return_1m_sector_neutral,0,
2014-02-28,Real Estate,return_1m_sector_neutral,1,
2014-03-31,Real Estate,return_1m_sector_neutral,1,
2014-04-30,Real Estate,return_1m_sector_neutral,1,
2014-05-30,Real Estate,return_1m_sector_neutral,1,
2014-06-30,Real Estate,return_1m_sector_neutral,1,
2014-07-31,Real Estate,return_1m_sector_neutral,1,
2014-08-29,Real Estate,return_1m_sector_neutral,1,
2014-09-30,Real Estate,return_1m_sector_neutral,1,
2014-10-31,Real Estate,return_1m_sector_neutral,1,
2014-11-28,Real Estate,return_1m_sector_neutral,1,
2014-12-31,Real Estate,return_1m_sector_neutral,1,
2015-01-30,Real Estate,return_1m_sector_neutral,1,
2015-02-27,Real Estate,return_1m_sector_neutral,1,
2015-03-31,Real Estate,return_1m_sector_neutral,1,
2015-04-30,Real Estate,return_1m_sector_neutral,1,
2015-05-29,Real Estate,return_1m_sector_neutral,1,
2015-06-30,Real Estate,return_1m_sector_neutral,1,
2015-07-31,Real Estate,return_1m_sector_neutral,1,
2015-08-31,Real Estate,return_1m_sector_neutral,1,
2015-09-30,Real Estate,return_1m_sector_neutral,1,
2015-10-30,Real Estate,return_1m_sector_neutral,1,
2015-11-30,Real Estate,return_1m_sector_neutral,1,
2015-12-31,Real Estate,return_1m_sector_neutral,1,
2016-01-29,Real Estate,return_1m_sector_neutral,1,
2016-02-29,Real Estate,return_1m_sector_neutral,1,
2016-03-31,Real Estate,return_1m_sector_neutral,1,
2016-04-29,Real Estate,return_1m_sector_neutral,1,
2016-05-31,Real Estate,return_1m_sector_neutral,1,
2016-06-30,Real Estate,return_1m_sector_neutral,1,
2016-07-29,Real Estate,return_1m_sector_neutral,1,
2016-08-31,Real Estate,return_1m_sector_neutral,1,
2016-09-30,Real Estate,return_1m_sector_neutral,1,
2016-10-31,Real Estate,return_1m_sector_neutral,1,
2016-11-30,Real Estate,return_1m_sector_neutral,1,
2016-12-30,Real Estate,return_1m_sector_neutral,1,
2017-01-31,Real Estate,return_1m_sector_neutral,1,
2017-02-28,Real Estate,return_1m_sector_neutral,1,
2017-03-31,Real Estate,return_1m_sector_neutral,1,
2017-04-28,Real Estate,return_1m_sector_neutral,1,
2017-05-31,Real Estate,return_1m_sector_neutral,1,
2017-06-30,Real Estate,return_1m_sector_neutral,1,
2017-07-31,Real Estate,return_1m_sector_neutral,1,
2017-08-31,Real Estate,return_1m_sector_neutral,1,
2017-09-29,Real Estate,return_1m_sector_neutral,1,
2017-10-31,Real Estate,return_1m_sector_neutral,1,
2017-11-30,Real Estate,return_1m_sector_neutral,1,
2017-12-29,Real Estate,return_1m_sector_neutral,1,
2018-01-31,Real Estate,return_1m_sector_neutral,1,
2018-02-28,Real Estate,return_1m_sector_neutral,1,
2018-03-29,Real Estate,return_1m_sector_neutral,1,
2018-04-30,Real Estate,return_1m_sector_neutral,1,
2018-05-31,Real Estate,return_1m_sector_neutral,1,
2018-06-29,Real Estate,return_1m_sector_neutral,1,
2018-07-31,Real Estate,return_1m_sector_neutral,1,
2018-08-31,Real Estate,return_1m_sector_neutral,1,
2018-09-28,Real Estate,return_1m_sector_neutral,1,
2018-10-31,Real Estate,return_1m_sector_neutral,1,
2018-11-30,Real Estate,return_1m_sector_neutral,1,
2018-12-31,Real Estate,return_1m_sector_neutral,1,
2019-01-31,Real Estate,return_1m_sector_neutral,1,
2019-02-28,Real Estate,return_1m_sector_neutral,1,
2019-03-29,Real Estate,return_1m_sector_neutral,1,
2019-04-30,Real Estate,return_1m_sector_neutral,1,
2019-05-31,Real Estate,return_1m_sector_neutral,1,
2019-06-28,Real Estate,return_1m_sector_neutral,1,
2019-07-31,Real Estate,return_1m_sector_neutral,1,
2019-08-30,Real Estate,return_1m_sector_neutral,1,
2019-09-30,Real Estate,return_1m_sector_neutral,1,
2019-10-31,Real Estate,return_1m_sector_neutral,1,
2019-11-29,Real Estate,return_1m_sector_neutral,1,
2019-12-31,Real Estate,return_1m_sector_neutral,1,
2014-01-31,Utilities,return_1m_sector_neutral,0,
2014-02-28,Utilities,return_1m_sector_neutral,2,
2014-03-31,Utilities,return_1m_sector_neutral,2,
2014-04-30,Utilities,return_1m_sector_neutral,2,
2014-05-30,Utilities,return_1m_sector_neutral,2,
2014-06-30,Utilities,return_1m_sector_neutral,2,
2014-07-31,Utilities,return_1m_sector_neutral,2,
2014-08-29,Utilities,return_1m_sector_neutral,2,
2014-09-30,Utilities,return_1m_sector_neutral,2,
2014-10-31,Utilities,return_1m_sector_neutral,2,
2014-11-28,Utilities,return_1m_sector_neutral,2,
2014-12-31,Utilities,return_1m_sector_neutral,2,
2015-01-30,Utilities,return_1m_sector_neutral,2,
2015-02-27,Utilities,return_1m_sector_neutral,2,
2015-03-31,Utilities,return_1m_sector_neutral,2,
2015-04-30,Utilities,return_1m_sector_neutral,2,
2015-05-29,Utilities,return_1m_sector_neutral,2,
2015-06-30,Utilities,return_1m_sector_neutral,2,
2015-07-31,Utilities,return_1m_sector_neutral,2,
2015-08-31,Utilities,return_1m_sector_neutral,2,
2015-09-30,Utilities,return_1m_sector_neutral,2,
2015-10-30,Utilities,return_1m_sector_neutral,2,
2015-11-30,Utilities,return_1m_sector_neutral,2,
2015-12-31,Utilities,return_1m_sector_neutral,2,
2016-01-29,Utilities,return_1m_sector_neutral,2,
2016-02-29,Utilities,return_1m_sector_neutral,2,
2016-03-31,Utilities,return_1m_sector_neutral,2,
2016-04-29,Utilities,return_1m_sector_neutral,2,
2016-05-31,Utilities,return_1m_sector_neutral,2,
2016-06-30,Utilities,return_1m_sector_neutral,2,
2016-07-29,Utilities,return_1m_sector_neutral,2,
2016-08-31,Utilities,return_1m_sector_neutral,2,
2016-09-30,Utilities,return_1m_sector_neutral,2,
2016-10-31,Utilities,return_1m_sector_neutral,2,
2016-11-30,Utilities,return_1m_sector_neutral,2,
2016-12-30,Utilities,return_1m_sector_neutral,2,
2017-01-31,Utilities,return_1m_sector_neutral,2,
2017-02-28,Utilities,return_1m_sector_neutral,2,
2017-03-31,Utilities,return_1m_sector_neutral,2,
2017-04-28,Utilities,return_1m_sector_neutral,2,
2017-05-31,Utilities,return_1m_sector_neutral,2,
2017-06-30,Utilities,return_1m_sector_neutral,2,
2017-07-31,Utilities,return_1m_sector_neutral,2,
2017-08-31,Utilities,return_1m_sector_neutral,2,
2017-09-29,Utilities,return_1m_sector_neutral,2,
2017-10-31,Utilities,return_1m_sector_neutral,2,
2017-11-30,Utilities,return_1m_sector_neutral,2,
2017-12-29,Utilities,return_1m_sector_neutral,2,
2018-01-31,Utilities,return_1m_sector_neutral,2,
2018-02-28,Utilities,return_1m_sector_neutral,2,
2018-03-29,Utilities,return_1m_sector_neutral,2,
2018-04-30,Utilities,return_1m_sector_neutral,2,
2018-05-31,Utilities,return_1m_sector_neutral,2,
2018-06-29,Utilities,return_1m_sector_neutral,2,
2018-07-31,Utilities,return_1m_sector_neutral,2,
2018-08-31,Utilities,return_1m_sector_neutral,2,
2018-09-28,Utilities,return_1m_sector_neutral,2,
2018-10-31,Utilities,return_1m_sector_neutral,2,
2018-11-30,Utilities,return_1m_sector_neutral,2,
2018-12-31,Utilities,return_1m_sector_neutral,2,
2019-01-31,Utilities,return_1m_sector_neutral,2,
2019-02-28,Utilities,return_1m_sector_neutral,2,
2019-03-29,Utilities,return_1m_sector_neutral,2,
2019-04-30,Utilities,return_1m_sector_neutral,2,
2019-05-31,Utilities,return_1m_sector_neutral,2,
2019-06-28,Utilities,return_1m_sector_neutral,2,
2019-07-31,Utilities,return_1m_sector_neutral,2,
2019-08-30,Utilities,return_1m_sector_neutral,2,
2019-09-30,Utilities,return_1m_sector_neutral,2,
2019-10-31,Utilities,return_1m_sector_neutral,2,
2019-11-29,Utilities,return_1m_sector_neutral,2,
2019-12-31,Utilities,return_1m_sector_neutral,2,
2014-01-31,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2014-02-28,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2014-03-31,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2014-04-30,Communication Services,return_1w_sector_neutral,4,-0.7999999999999999
2014-05-30,Communication Services,return_1w_sector_neutral,4,0.7999999999999999
2014-06-30,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2014-07-31,Communication Services,return_1w_sector_neutral,4,1.0
2014-08-29,Communication Services,return_1w_sector_neutral,4,0.19999999999999998
2014-09-30,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2014-10-31,Communication Services,return_1w_sector_neutral,4,0.0
2014-11-28,Communication Services,return_1w_sector_neutral,4,0.6000000000000001
2014-12-31,Communication Services,return_1w_sector_neutral,4,0.7999999999999999
2015-01-30,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2015-02-27,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2015-03-31,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2015-04-30,Communication Services,return_1w_sector_neutral,4,0.6000000000000001
2015-05-29,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2015-06-30,Communication Services,return_1w_sector_neutral,4,-1.0
2015-07-31,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2015-08-31,Communication Services,return_1w_sector_neutral,4,-0.19999999999999998
2015-09-30,Communication Services,return_1w_sector_neutral,4,-0.7999999999999999
2015-10-30,Communication Services,return_1w_sector_neutral,4,0.7999999999999999
2015-11-30,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2015-12-31,Communication Services,return_1w_sector_neutral,4,0.7999999999999999
2016-01-29,Communication Services,return_1w_sector_neutral,4,-0.7999999999999999
2016-02-29,Communication Services,return_1w_sector_neutral,4,0.7999999999999999
2016-03-31,Communication Services,return_1w_sector_neutral,4,-0.19999999999999998
2016-04-29,Communication Services,return_1w_sector_neutral,4,-0.7999999999999999
2016-05-31,Communication Services,return_1w_sector_neutral,4,-1.0
2016-06-30,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2016-07-29,Communication Services,return_1w_sector_neutral,4,0.7999999999999999
2016-08-31,Communication Services,return_1w_sector_neutral,4,0.19999999999999998
2016-09-30,Communication Services,return_1w_sector_neutral,4,0.7999999999999999
2016-10-31,Communication Services,return_1w_sector_neutral,4,0.19999999999999998
2016-11-30,Communication Services,return_1w_sector_neutral,4,1.0
2016-12-30,Communication Services,return_1w_sector_neutral,4,0.19999999999999998
2017-01-31,Communication Services,return_1w_sector_neutral,4,0.0
2017-02-28,Communication Services,return_1w_sector_neutral,4,0.7999999999999999
2017-03-31,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2017-04-28,Communication Services,return_1w_sector_neutral,4,1.0
2017-05-31,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2017-06-30,Communication Services,return_1w_sector_neutral,4,0.19999999999999998
2017-07-31,Communication Services,return_1w_sector_neutral,4,0.0
2017-08-31,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2017-09-29,Communication Services,return_1w_sector_neutral,4,-0.19999999999999998
2017-10-31,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2017-11-30,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2017-12-29,Communication Services,return_1w_sector_neutral,4,0.7999999999999999
2018-01-31,Communication Services,return_1w_sector_neutral,4,0.19999999999999998
2018-02-28,Communication Services,return_1w_sector_neutral,4,0.19999999999999998
2018-03-29,Communication Services,return_1w_sector_neutral,4,-0.6000000000000001
2018-04-30,Communication Services,return_1w_sector_neutral,4,0.0
2018-05-31,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2018-06-29,Communication Services,return_1w_sector_neutral,4,1.0
2018-07-31,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2018-08-31,Communication Services,return_1w_sector_neutral,4,0.0
2018-09-28,Communication Services,return_1w_sector_neutral,4,0.19999999999999998
2018-10-31,Communication Services,return_1w_sector_neutral,4,-0.19999999999999998
2018-11-30,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2018-12-31,Communication Services,return_1w_sector_neutral,4,-0.19999999999999998
2019-01-31,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2019-02-28,Communication Services,return_1w_sector_neutral,4,1.0
2019-03-29,Communication Services,return_1w_sector_neutral,4,1.0
2019-04-30,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2019-05-31,Communication Services,return_1w_sector_neutral,4,0.19999999999999998
2019-06-28,Communication Services,return_1w_sector_neutral,4,-0.39999999999999997
2019-07-31,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2019-08-30,Communication Services,return_1w_sector_neutral,4,0.39999999999999997
2019-09-30,Communication Services,return_1w_sector_neutral,4,-0.19999999999999998
2019-10-31,Communication Services,return_1w_sector_neutral,4,-0.19999999999999998
2019-11-29,Communication Services,return_1w_sector_neutral,4,-0.7999999999999999
2019-12-31,Communication Services,return_1w_sector_neutral,4,-0.7999999999999999
2014-01-31,Consumer Discretionary,return_1w_sector_neutral,6,0.6
2014-02-28,Consumer Discretionary,return_1w_sector_neutral,6,-0.48571428571428577
2014-03-31,Consumer Discretionary,return_1w_sector_neutral,6,0.4285714285714286
2014-04-30,Consumer Discretionary,return_1w_sector_neutral,6,-0.7714285714285715
2014-05-30,Consumer Discretionary,return_1w_sector_neutral,6,0.14285714285714288
2014-06-30,Consumer Discretionary,return_1w_sector_neutral,6,0.7714285714285715
2014-07-31,Consumer Discretionary,return_1w_sector_neutral,6,0.7142857142857143
2014-08-29,Consumer Discretionary,return_1w_sector_neutral,6,-0.8857142857142858
2014-09-30,Consumer Discretionary,return_1w_sector_neutral,6,-0.08571428571428573
2014-10-31,Consumer Discretionary,return_1w_sector_neutral,6,0.4285714285714286
2014-11-28,Consumer Discretionary,return_1w_sector_neutral,6,0.3714285714285715
2014-12-31,Consumer Discretionary,return_1w_sector_neutral,6,0.7714285714285715
2015-01-30,Consumer Discretionary,return_1w_sector_neutral,6,-0.08571428571428573
2015-02-27,Consumer Discretionary,return_1w_sector_neutral,6,0.6
2015-03-31,Consumer Discretionary,return_1w_sector_neutral,6,-0.2571428571428572
2015-04-30,Consumer Discretionary,return_1w_sector_neutral,6,0.14285714285714288
2015-05-29,Consumer Discretionary,return_1w_sector_neutral,6,-0.028571428571428574
2015-06-30,Consumer Discretionary,return_1w_sector_neutral,6,0.028571428571428574
2015-07-31,Consumer Discretionary,return_1w_sector_neutral,6,0.6571428571428573
2015-08-31,Consumer Discretionary,return_1w_sector_neutral,6,0.3142857142857143
2015-09-30,Consumer Discretionary,return_1w_sector_neutral,6,0.08571428571428573
2015-10-30,Consumer Discretionary,return_1w_sector_neutral,6,-0.6
2015-11-30,Consumer Discretionary,return_1w_sector_neutral,6,-0.14285714285714288
2015-12-31,Consumer Discretionary,return_1w_sector_neutral,6,-0.7142857142857143
2016-01-29,Consumer Discretionary,return_1w_sector_neutral,6,0.08571428571428573
2016-02-29,Consumer Discretionary,return_1w_sector_neutral,6,-0.08571428571428573
2016-03-31,Consumer Discretionary,return_1w_sector_neutral,6,0.8285714285714287
2016-04-29,Consumer Discretionary,return_1w_sector_neutral,6,0.7142857142857143
2016-05-31,Consumer Discretionary,return_1w_sector_neutral,6,-0.3714285714285715
2016-06-30,Consumer Discretionary,return_1w_sector_neutral,6,0.14285714285714288
2016-07-29,Consumer Discretionary,return_1w_sector_neutral,6,-0.7142857142857143
2016-08-31,Consumer Discretionary,return_1w_sector_neutral,6,0.6571428571428573
2016-09-30,Consumer Discretionary,return_1w_sector_neutral,6,-0.6
2016-10-31,Consumer Discretionary,return_1w_sector_neutral,6,0.3142857142857143
2016-11-30,Consumer Discretionary,return_1w_sector_neutral,6,0.7142857142857143
2016-12-30,Consumer Discretionary,return_1w_sector_neutral,6,0.3714285714285715
2017-01-31,Consumer Discretionary,return_1w_sector_neutral,6,-0.3714285714285715
2017-02-28,Consumer Discretionary,return_1w_sector_neutral,6,-0.8285714285714287
2017-03-31,Consumer Discretionary,return_1w_sector_neutral,6,0.8857142857142858
2017-04-28,Consumer Discretionary,return_1w_sector_neutral,6,0.6571428571428573
2017-05-31,Consumer Discretionary,return_1w_sector_neutral,6,0.6571428571428573
2017-06-30,Consumer Discretionary,return_1w_sector_neutral,6,0.3714285714285715
2017-07-31,Consumer Discretionary,return_1w_sector_neutral,6,-0.3714285714285715
2017-08-31,Consumer Discretionary,return_1w_sector_neutral,6,0.14285714285714288
2017-09-29,Consumer Discretionary,return_1w_sector_neutral,6,0.08571428571428573
2017-10-31,Consumer Discretionary,return_1w_sector_neutral,6,0.6
2017-11-30,Consumer Discretionary,return_1w_sector_neutral,6,0.3714285714285715
2017-12-29,Consumer Discretionary,return_1w_sector_neutral,6,-0.3714285714285715
2018-01-31,Consumer Discretionary,return_1w_sector_neutral,6,0.7714285714285715
2018-02-28,Consumer Discretionary,return_1w_sector_neutral,6,-0.48571428571428577
2018-03-29,Consumer Discretionary,return_1w_sector_neutral,6,-0.942857142857143
2018-04-30,Consumer Discretionary,return_1w_sector_neutral,6,-0.942857142857143
2018-05-31,Consumer Discretionary,return_1w_sector_neutral,6,0.8285714285714287
2018-06-29,Consumer Discretionary,return_1w_sector_neutral,6,-0.4285714285714286
2018-07-31,Consumer Discretionary,return_1w_sector_neutral,6,-0.4285714285714286
2018-08-31,Consumer Discretionary,return_1w_sector_neutral,6,-0.028571428571428574
2018-09-28,Consumer Discretionary,return_1w_sector_neutral,6,-0.48571428571428577
2018-10-31,Consumer Discretionary,return_1w_sector_neutral,6,0.028571428571428574
2018-11-30,Consumer Discretionary,return_1w_sector_neutral,6,-0.5428571428571429
2018-12-31,Consumer Discretionary,return_1w_sector_neutral,6,0.5428571428571429
2019-01-31,Consumer Discretionary,return_1w_sector_neutral,6,-0.3714285714285715
